연번,업체명,대표자명(익명),벤처확인유형,지역,주소,업종분류(기보),업종명(11차),주생산품,벤처유효시작일,벤처유효종료일,벤처확인기관,신규_재확인
19682,㈜베인스코어,한**,혁신성장유형,경북,경상북도 칠곡군,제조업,암면 및 유사제품 제조업,진공단열재,2024-11-29,2027-11-28,벤처기업확인기관,재확인
19683,주식회사웰매니저,강**,벤처투자유형,전남,전라남도 구례군,제조업,수프 및 균질화식품 제조업,요양시설 전문 간식 제조 및 납품 (시니어 푸드) ,2025-02-05,2028-02-04,벤처기업확인기관,신규
19684,주식회사 유원알투엠,곽**,벤처투자유형,경북,경상북도 김천시,제조업,접착제 및 젤라틴 제조업,고무금속간접착제,2025-02-23,2028-02-22,벤처기업확인기관,재확인
19685,블루필 주식회사,김**,벤처투자유형,경기,경기 성남시,제조업,기타 무선 통신장비 제조업,"기타 무선통신장비 및 관련기기,부품,전자제품 및 부품,액세서리,저작물, 컴퓨터 프로그램 등 제작",2025-02-22,2028-02-21,벤처기업확인기관,재확인
19686,테라클 주식회사,권**,혁신성장유형,부산,부산광역시 해운대구,제조업,그 외 기타 분류 안된 화학제품 제조업,재생 TPA(테레프탈산) 과 친환경 투수보도블록,2025-02-23,2028-02-22,벤처기업확인기관,재확인
19687,주식회사 이오스페이먼츠,박**,혁신성장유형,경기,경기도 안양시,제조업,그 외 기타 일반목적용 기계 제조업,"초음파식기세척기,업소용음식물처리기,인덕선,LED전광판 제조,도소매,전자상거래",2025-02-23,2028-02-22,벤처기업확인기관,재확인
19688,주식회사 센트디아,김**,혁신성장유형,서울,서울 마포구,정보처리S/W,응용 소프트웨어 개발 및 공급업,건강큐레이션 시스템,2025-02-12,2028-02-11,벤처기업확인기관,신규
19689,고려웍스㈜,김**,연구개발유형,경기,경기도 부천시,제조업,그 외 기타 달리 분류되지 않은 제품 제조업,Mobile DVR,2025-02-21,2028-02-20,벤처기업확인기관,재확인
19690,모던에이아이비전솔루션 주식회사,김**,혁신성장유형,충북,충청북도 청주시,제조업,"물질 검사, 측정 및 분석기구 제조업",인공지능 비전검사장비,2025-02-16,2028-02-15,벤처기업확인기관,재확인
19691,파이어킴이에스 주식회사,김**,벤처투자유형,충북,충청북도 청주시,제조업,분사기 및 소화기 제조업,분사기 및 소화기 제조업,2025-02-22,2028-02-21,벤처기업확인기관,재확인
19692,주식회사 아이카,조**,연구개발유형,경기,경기도 성남시,정보처리S/W,응용 소프트웨어 개발 및 공급업,"차량관제시스템, 커넥티드카솔루션",2025-02-23,2028-02-22,벤처기업확인기관,재확인
19693,농업회사법인 주식회사 쏠바이오,김**,벤처투자유형,충북,충청북도 옥천군,제조업,유기질 비료 및 상토 제조업,"비료 제조, 도소매, 농업용 자재 도소매",2025-02-23,2028-02-22,벤처기업확인기관,재확인
19694,(주)나우에너지솔루션,노**,벤처투자유형,서울,서울 송파구,정보처리S/W,응용 소프트웨어 개발 및 공급업,"응용 소프트웨어 개발 및 공급업,전자상거래 소매업,광고 매체 판매업",2025-01-23,2028-01-22,벤처기업확인기관,재확인
19695,(주)에스앤비,이**,혁신성장유형,경기,경기도 화성시,제조업,배합 사료 제조업,단미사료,2025-01-05,2028-01-04,벤처기업확인기관,재확인
19696,주식회사 에스이코리아,윤**,혁신성장유형,대구,대구광역시 수성구,정보처리S/W,응용 소프트웨어 개발 및 공급업,소프트웨어,2025-02-23,2028-02-22,벤처기업확인기관,재확인
19697,㈜플랙스뉴럴랩스,"유**,박**",벤처투자유형,서울,서울특별시 영등포구,도소매업,전자상거래 소매 중개업,오디오콘텐츠 플랫폼,2025-02-23,2028-02-22,벤처기업확인기관,재확인
19698,주식회사 에피솔루션,신**,벤처투자유형,경기,경기도 수원시,제조업,기타 반도체소자 제조업,반도체소재,2025-01-21,2028-01-20,벤처기업확인기관,신규
19699,㈜삼영피팅,공**,혁신성장유형,부산,부산광역시 강서구,제조업,금속 단조제품 제조업,배관자재단조피팅,2025-02-13,2028-02-12,벤처기업확인기관,재확인
19700,주식회사 다바,김**,혁신성장유형,대전,대전광역시 서구,정보처리S/W,컴퓨터 프로그래밍 서비스업,"화재안전 솔루션, 디지털 트윈 기반 시설물관리 솔루션, 배관관리 솔루션",2025-02-18,2028-02-17,벤처기업확인기관,재확인
19701,주식회사 프랜드,이**,연구개발유형,경기,경기도 용인시,제조업,그 외 기타 분류 안된 화학제품 제조업,화장품소재 ,2025-02-18,2028-02-17,벤처기업확인기관,재확인
19702,비아이랜드 주식회사,"장**,홍**",혁신성장유형,충북,충북 제천시,제조업,그 외 기타 플라스틱 제품 제조업,"인조잔디 제조,도소매,무역/조경시설물설치공사",2025-02-14,2028-02-13,벤처기업확인기관,재확인
19703,주식회사 파디플,김**,혁신성장유형,경기,경기도 화성시,제조업,그 외 기타 전자부품 제조업,"고출력, 멀티출력 어댑터 연구개발 및 제조업",2025-02-05,2028-02-04,벤처기업확인기관,신규
19704,"주식회사 케이에스하니(KS Hani Co., Ltd.)","권**,한**",벤처투자유형,서울,서울특별시 강남구,제조업,기타 식품 첨가물 제조업,"주당비책(숙취해소제), 맑은소리(미세먼지 많은 날 마시는 티백차),수능비책(영양간식 씨리얼바)",2025-04-08,2028-04-07,벤처기업확인기관,재확인
19705,주식회사 딥포인트,이**,혁신성장유형,서울,서울특별시 성동구,제조업,기타 가정용 전기기기 제조업,남성용 고데기 왁스,2025-01-16,2028-01-15,벤처기업확인기관,재확인
19706,㈜매시브크리에이티브,이**,혁신성장유형,서울,서울특별시 강남구,기타,광고 영화 및 비디오물 제작업,영상물제작,2025-01-22,2028-01-21,벤처기업확인기관,재확인
19707,주식회사 두닷두,심**,벤처투자유형,서울,서울 강남구,정보처리S/W,컴퓨터 프로그래밍 서비스업,컴퓨터 프로그래밍 서비스업,2024-12-24,2027-12-23,벤처기업확인기관,재확인
19708,안산조경개발 주식회사,태**,혁신성장유형,인천,인천 연수구,건설운수,조경 건설업,"조경공사,수목피해 진단,처방, 치유,조경,환경,토목,수자원 관련제품,건축공사(5,000만원미만),토목공사(5,000만원미만),지반조성포장공사업,조경시설물,조경식",2025-02-23,2028-02-22,벤처기업확인기관,재확인
19709,주식회사 아크로스테크놀로지스,문**,벤처투자유형,서울,서울특별시 영등포구,정보처리S/W,응용 소프트웨어 개발 및 공급업,AI 기술을 활용한 금융투자 알고리즘 개발,2025-02-23,2028-02-22,벤처기업확인기관,재확인
19710,주식회사 오드원게임즈,김**,벤처투자유형,서울,서울 강남구,정보처리S/W,응용 소프트웨어 개발 및 공급업,"소프트웨어 개발,컨설팅",2025-01-14,2028-01-13,벤처기업확인기관,재확인
19711,주식회사 아프스,"김**,이**",벤처투자유형,서울,서울 금천구,제조업,산업용 로봇 제조업,"산업용 로봇 제조업,응용 소프트웨어 개발 및 공급업,데이터베이스 및 온라인 정보 제공업",2025-01-30,2028-01-29,벤처기업확인기관,재확인
19712,주식회사 라움,"박**,김**",혁신성장유형,경기,경기도 화성시,제조업,플라스틱 창호 제조업,중문,2025-02-09,2028-02-08,벤처기업확인기관,재확인
19713,핑바 주식회사,신**,혁신성장유형,경기,경기도 군포시,기타,제품 디자인업,캐릭터 IP 콘텐츠 / 캐릭터 콘텐츠 생성형 Ai 프로그램,2025-02-05,2028-02-04,벤처기업확인기관,신규
19714,루씨엠㈜,남**,혁신성장유형,경기,경기도 안양시,제조업,기타 무선 통신장비 제조업,Smart AED,2025-02-24,2028-02-23,벤처기업확인기관,재확인
19715,㈜바이오시네틱스,김**,벤처투자유형,서울,서울특별시 금천구,연구개발서비스,의학 및 약학 연구개발업,"나노의약품 및 소재, 약물전달시스템",2025-02-17,2028-02-16,벤처기업확인기관,재확인
19716,(주) 크리에이티브모루,김**,혁신성장유형,서울,서울특별시 서초구,기타,광고 대행업,광고대행 및 공간마케팅업,2025-05-21,2028-05-20,벤처기업확인기관,신규
19717,주식회사 콤마스컴퍼니,조**,혁신성장유형,서울,서울특별시 마포구,기타,"광고물 문안, 도안, 설계 등 작성업",광고물 제작및 영상물 제작 기획및 마케팅 컨설팅,2025-02-24,2028-02-23,벤처기업확인기관,재확인
19718,㈜세진플러스,박**,혁신성장유형,서울,서울특별시 성북구,제조업,그 외 기타 분류 안된 섬유제품 제조업,"의류,패널",2025-02-11,2028-02-10,벤처기업확인기관,재확인
19719,주식회사 미래인테크놀러지,"민**,윤**",혁신성장유형,경기,경기도 성남시,정보처리S/W,응용 소프트웨어 개발 및 공급업,"소프트웨어개발, 인사관리솔루션,큐피트HR인사평가시스템",2025-01-22,2028-01-21,벤처기업확인기관,신규
19720,주식회사 한성정보시스템,한**,혁신성장유형,강원,강원 춘천시,제조업,기억장치 제조업,"기억장치및주변기기,컴퓨터및주변기기,조명용 제어장치 제조업,LED제조업,정보통신공사,전구, 램프 및 조명장치 도매업,전자장비외,무역",2025-02-20,2028-02-19,벤처기업확인기관,재확인
19721,주식회사 폴리곰,윤**,혁신성장유형,경기,경기도 용인시,정보처리S/W,응용 소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급,2025-04-16,2028-04-15,벤처기업확인기관,신규
19722,유한회사 효송그린푸드,김**,연구개발유형,전북,전라북도 군산시,제조업,수산동물 건조 및 염장품 제조업,젓갈류 및 절임식품류,2025-02-16,2028-02-15,벤처기업확인기관,재확인
19723,㈜세인커뮤니케이션즈,이**,연구개발유형,서울,서울특별시 성동구,기타,시각 디자인업,"시각디자인, 포장디자인",2025-02-23,2028-02-22,벤처기업확인기관,재확인
19724,주식회사 이엠엑스,이**,벤처투자유형,서울,서울특별시 마포구,기타,일반 영화 및 비디오물 제작업,"일반영화,비디오물,광고영화,비디오물 제작,미디어콘텐츠 창작",2025-01-21,2028-01-20,벤처기업확인기관,신규
19725,주식회사 젬크로,이**,벤처투자유형,경기,경기도 고양시,연구개발서비스,의학 및 약학 연구개발업,"CRISPR/Cas9 기반 유전자변형마우스, 혁신신약",2025-02-23,2028-02-22,벤처기업확인기관,재확인
19726,㈜바다플랫폼,안**,혁신성장유형,부산,부산광역시 남구,정보처리S/W,시스템 소프트웨어 개발 및 공급업,블록체인기반의 안전식품 정보 서비스,2025-02-16,2028-02-15,벤처기업확인기관,재확인
19727,워트주식회사,"박**,양**",혁신성장유형,경기,경기도 화성시,제조업,반도체 제조용 기계 제조업,"FFU, 항온항습기",2025-02-23,2028-02-22,벤처기업확인기관,재확인
19728,주식회사 에이에스티소프트,박**,혁신성장유형,경기,경기도 용인시,정보처리S/W,컴퓨터시스템 통합 자문 및 구축 서비스업,sw웹방화벽,2025-01-23,2028-01-22,벤처기업확인기관,재확인
19729,㈜토일러,곽**,혁신성장유형,인천,인천광역시 남동구,제조업,"치약, 비누 및 기타 세제 제조업",세정제,2025-02-23,2028-02-22,벤처기업확인기관,재확인
19730,주식회사 소리안나,강**,혁신성장유형,경기,경기도 김포시,제조업,폴리스티렌 발포 성형제품 제조업,친환경 안전매트,2025-04-08,2028-04-07,벤처기업확인기관,신규
19731,주식회사 벤디트,이**,벤처투자유형,서울,서울특별시 구로구,정보처리S/W,응용 소프트웨어 개발 및 공급업,"숙박키오스크,클라우드객실관리프로그램",2025-02-23,2028-02-22,벤처기업확인기관,재확인
19732,주식회사 로우맵,박**,혁신성장유형,서울,서울특별시 중랑구,도소매업,기타 화학물질 및 화학제품 도매업,"화장품원료,화장품 도소매,제조,수출입",2025-02-19,2028-02-18,벤처기업확인기관,재확인
19733,주식회사 픽셀로,강**,벤처투자유형,경기,경기 성남시,정보처리S/W,시스템 소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급,2025-02-08,2028-02-07,벤처기업확인기관,재확인
19734,주식회사더스타힐,김**,벤처투자유형,인천,인천광역시 서구,도소매업,화장품 및 화장용품 도매업,패치 화장품,2025-01-14,2028-01-13,벤처기업확인기관,신규
19735,(주)디에스아이,이**,혁신성장유형,경기,경기 고양시,제조업,분사기 및 소화기 제조업,"포장기계, 포장자동화시스템,포장자재,포장자재,포장기계, 포장자동화시스템,수출업,기타무역업,전자상거래 소매업",2024-12-30,2027-12-29,벤처기업확인기관,재확인
19736,주식회사 다우컴퍼니,"고**,한**",혁신성장유형,경기,경기 고양시,제조업,"천막, 텐트 및 유사 제품 제조업",캠핑 용품 ,2025-03-20,2028-03-19,벤처기업확인기관,신규
19737,주식회사 에스제이소프트,박**,혁신성장유형,서울,서울특별시 금천구,정보처리S/W,데이터베이스 및 온라인정보 제공업,데이터서비스,2025-01-26,2028-01-25,벤처기업확인기관,재확인
